ID,Text,Valence,Arousal,Dominance,Category
378,@USER Mocht je om versterking verlegen zitten... ik zou graag willen😜moet vrees ik alleen eerst aangenomen worden en IM opl volgen.,0.441366596,0.484012008,0.527795661,neutral
379,Ik ben zo dom😂blijkbaar morgen pas rijles @LINK,0.460313056,0.718097849,0.389624358,joy
380,@USER Dat kan ik me voorstellen😊laat je weer zien wat je gemaakt hebt?,0.682311044,0.208976225,0.393571933,neutral
381,@USER @USER @USER @USER 100%gelijk!arts zonder humane grenzen😂13.5 milj.ontv v.postc.loterij!als men stopt m.donatie! ook geen nep migranten invasie!is the true😭,0.173069346,0.893789394,0.72297605,anger
382,Volgenontvolgen en dan weer wel en weer niet ik zou er duizelig van worden🤔of snappen ze Twitter niet😉maar ja so be it 👋,0.350849908,0.45781685,0.35175378,fear
383,Vandaag Misfitt gezien😍echt een GE-WEL-DIGE film😻zeker een aanrader😝💗 @USER @USER ❤️,0.782642218,0.968839956,0.537773697,love
384,Dat was grappig😆Groepje Amerikaanse jongeren nam plaats.Eéndame had hoogste woord.Ze stappen uit.Zij voorop&amp;de rest erachteraan😏 #treinleven,0.712910291,0.551792006,0.648112723,joy
385,@USER tevroeg gelachen🙄opeens kheb die ook😂,0.472060807,0.467127452,0.355106641,fear
386,@USER Klein stukje service op de zondagochtend😊Goedemorgen Ingrid maak er een mooie dag van!,0.697160459,0.472031312,0.399440901,joy
387,Binnenkort basiscursus #vrijwilligerwerk @USER. Zou eigenlijk Arabisch moeten leren😉na #BAfilosofie.,0.503979361,0.265841434,0.417635189,joy
388,@USER ja komaan😂leg die chips weg it's never to late &gt;&gt;howja&lt;&lt;😂😂,0.461175999,0.818174066,0.720093453,neutral
389,Zou ik ook zo worden als ik oud ben?🤓Geweldige tv😉Ik houd dervan #wezijnerbijna,0.685190377,0.38518065,0.514446034,love
390,@USER Aaahhww schattig😍het geluk is jullie gegund ❤️❤️,0.739061008,0.814646633,0.571637568,love
391,Wij zijn op zoek naar nieuwe frisse en gemotiveerde collega's😃Je vindt deze vacatures ook op @LINK @LINK,0.454628863,0.416382061,0.360499485,neutral
392,Vandaag ga ik aan het werk💪sjouwen sopdoek; één v.d kids van mijn zus is verhuisd. Helpen én qualitytime met mijn zus😍mijn gezin:zwemmen,0.790115367,0.670907993,0.731174734,joy
393,@USER W😍W die vrouw is n boffurD Maar rij hier ff rondjes in m'n tl Kan ik mee rijden .... je snapt wel  Doe je ff vloggen of is dat met n f 🤓,0.664845695,0.689202315,0.626459105,love
394,O wauw😊Dank je wel Rob voor al je mooie foto's! @LINK,0.805461021,0.760111437,0.556004941,joy
395,Gm maandag.. badderen douchen huishouden doen en gordijntjes in de wasmachine.. is het weer netjes😊vanmiddag werken van 1 tot 8! Dag 1/3!,0.615596924,0.254874499,0.445714944,joy
396,Hilarisch Italianen op een camping lopen na het douchen massaal in ochtendjassen😆en de mannen sjouwen ook nog eens op foute birckenstocks 😂,0.682606041,0.643675358,0.838474806,joy
397,@USER zodra het kan😉minder pamperen,0.510998768,0.382435613,0.958551991,neutral
398,Oh man o man🤐@LINK,0.192592321,0.431336572,0.196783381,sadness
399,@USER Esther heb in Brugge vandaag je favoriete woordenwinkeltje gevonden! Helemaal blij😄wilde alles wel kopen!,0.865345733,0.75739389,0.63773349,joy
400,@USER @USER @USER Wie is er nou geen fan van Drukwerkdeal😉Wij hebben helaas geen shirt van GAE maar wel een gaaf shirt met ons logo! ^Birgit,0.5416356,0.445893299,0.387390013,neutral
401,@USER deze jurk😍weet je waar deze van is?Ik heb nog 'n perfecte gelegenheid voor deze jurk.Je bent prachtig! @LINK,0.809895604,0.684272938,0.503502153,joy
402,Ik zat net terug te scrollen naar m'n eerste tweets en jezus😂Ik denk niet dat ik Twitter snapte😂,0.555058454,0.548054958,0.353163953,joy
403,@USER dat je dit zou antwoorden had ik wel verwacht😉slaap lekker,0.372849604,0.167884785,0.657976038,neutral
404,@USER @USER Ama boy da uzun yani😆Niet dat je denkt 160 met maar 40 ofzo😂,0.587472939,0.625225588,0.67662034,joy
405,@USER Hoort bij herfst hè😊  een beetje open weer dan! Hier mooie wolkjes ...  maar richting kust donker😱en regenboog @LINK,0.432805915,0.528066308,0.41250914,joy
406,@USER @USER oh wauw het was heel simpel😂Rapporteer als spam! kreeg melding dat het account mij geen berichten meer kan sturen,0.632319785,0.54445852,0.515235705,joy
407,Wat fijn dat het zand op de #hondsrug een beetje (basenrijk) leem bevat😁mede hierdoor mooie bloemrijke graslanden op de #VijftigBunder @LINK,0.622228314,0.311327386,0.574281876,joy
408,Vanavond!wie zegt dat Vegetarian food niet lekker is!This is me😘Griekse rijst^kool&amp;Tofu reepjes👌Jammie  !Eet smakelijk Guys🍽 @LINK,0.822900305,0.955719454,0.75791092,joy
409,Ik dacht net wat een verademing eindelijk voetbal zonder schwalbes😢niet dus #EKvrouwenvoetbal,0.18737447,0.492627297,0.287436334,anger
410,gaan ut zien zal de geboorte van board (lekker achterhoeks😉nog niet afschieten ut verdient een kans laot de politiek zich maor utlaoten @LINK,0.479671885,0.06996905,0.299946678,joy
411,@USER @USER Haha mopke da alleen Anna zal verstaan😉x,0.700409631,0.655995491,0.708004575,neutral
412,@USER Hi usjen lange tijd niet te zien😊Het gaat goed met mij en jij? Hier is Yokohama vandaag koud regenachtig. Dank u heb een goede🙋🏻 @LINK,0.801266044,0.447016371,0.60543117,love
413,Raar eerbetoon aan de K3 liedjes met enkel Josje🤔Clouseau is toch ook voltallig aanwezig waar zijn Karen en kristel @USER #liefdevoormuziek,0.415039462,0.199600218,0.409648169,anger
414,Hey 🐶Hondenvriendjes🐶  Ik heb toch al een leuke en kleine snuffelmat gemaakt😁Van ongeveer: 24cm bij 20 cm iets... @LINK,0.508941665,0.419285242,0.500607528,neutral
415,Kijk mannen zo hoort het😉niet zielig huilie op het veld liggenmaar opstaan en verder spelen👍 #onsEK #NEDNOR,0.523669816,0.520469597,0.667098147,joy
416,Wow😉Een dankje van een dame uit Dubai voor het heerlijk #ortea? moment in Het Nest.🍺zo fijn❤Morgen staat er ook mango lassi klaar #Kortrijk @LINK,0.844720613,0.542333821,0.65453187,joy
417,Check out “Middagrit begint al fris te worden... klein buitje erbij😊toch ook nog zon!” on Relive! @LINK,0.647662971,0.446481703,0.701530529,neutral
418,Nog een paar uur en dan ben ik niet meer jarig😅maar ga wel over 5 dagen naar Londen🇬🇧 @LINK,0.709412447,0.559493478,0.558635482,joy
419,@USER Allang al😂die van morgen staat ook al,0.694029884,0.51758461,0.891504789,joy
420,Begint dit niet optevallen🤔ik denk echt bij mezelf: Enzo maak het gewoon bekent dat jij en Dee weer samen zijn. Haast elke fan weer wel dat er iets is. @LINK,0.395974348,0.375145889,0.587480896,anger
421,#samsung en bedankt he...voor de dropbox account nu al mijn foto's kwijt😡oa fotos  van geboorte van mijn zoontje. #Dropbox,0.056465041,0.583976995,0.549627925,anger
422,Wat een prachtige tennisfinale met een stijlvolle winnaar😊Federer,0.957528546,0.59072609,0.620983909,joy
423,Wo 13 sept 18 uur is er voor de ondernemers een leuke bijeenkomst😉Geef je op deze spreker #Rampondernemer wil je niet missen info@USER.nl,0.455809682,0.363456168,0.316412181,neutral
424,Natuurlijk moet dit stoppen! Dierenmishandeling om Flipper kunstjes te zien doen😡Mijn hond hoeft ook geen kunstjes te doen. @LINK,0.077941734,0.686695104,0.725587992,anger
425,@USER sinds 1.11 kun je in minecraft oneindig vliegen hoe? je maakt vuurwerk en tijdens het vliegen klik je rechter muisknop😀sam's video,0.592782124,0.209976735,0.458675014,neutral
426,Kijk tlc amerika. Is n gozer uit amsterdam (24) met n rete irritante vrouw van 42 uit de usa😟gozer waar begin je aan,0.298600055,0.432945981,0.550033681,anger
427,Patricia Paay is niet de enige bejaarde die onder de pis zit aldus Martijn Koning.Ai😧Recht id roos. Dan niet vrijwillig gekozen #pauwenjinek,0.428264622,0.5745355,0.73650045,sadness
428,Het nadeel van de strip is dat ik al weet wat er met negan’s knuppel gaat gebeuren🤭die gaat doormidden😶ze kunnen beter met de serie stoppen 🙄 #TWDopFox,0.401288653,0.479127464,0.603043205,anger
429,@USER  @USER  @USER  Maandag afscheid van vee. Heeft nu weidegang in België😉niet leuk dus @LINK,0.237341192,0.380298956,0.285437401,sadness
430,Ik zou een paar weken meedraaien en dan je column opnieuw schrijven😃Staken @LINK,0.312092785,0.376622317,0.672944226,anger
431,@USER en ik mag de les uberhaupt niet in \_😞_/,0.197034763,0.454554009,0.237603592,sadness
432,Helemaal gezien.In alle rust😉Leuk.Absoluut!Ik ken haar niet met oudejaars. In die zin wennen.Conclusie:goed!👍🏻Leuke band ook #claudiadebreij @LINK,0.839309093,0.773830947,0.568443096,joy
433,@USER @USER Aangenaam David ... die mooiste club die delen we😉morgen zit ik er weer in de mooiste voetbal tempel van Europa en die voorspelling komt uit,0.629076181,0.356901629,0.685540161,joy
434,@USER Het lijkt mij dat Puigdemont de wet heeft overtreden en dus een crimineel is🤔dan gelden er toch andere regels bij aanvraag asiel?,0.434725868,0.225884228,0.326056032,anger
435,@USER Je moet er wat voor over hebben he😜maar nice!!,0.591084333,0.56417087,0.549147943,joy
436,Okee dan stel ik niet meer zulke vragen aan je haha 😇?… — Ho kut nee ik bedoel dat het niet vervelend is😂had ver… @LINK,0.459608678,0.55774387,0.507150374,sadness
437,De laatste uurtjes zijn aangebroken😞er is nog iets wat ik jullie moet vertellen.We hebben namelijk dieren die ons helpen met natuurbeheer.,0.152614251,0.184561469,0.166781201,sadness
438,W😍W! Wil jij een Volkswagen VW T1 winnen voor je kleine?  Gaaf = Volg Total Car Lease  &amp; vertel het verder...... @LINK,0.50150469,0.4817323,0.513781669,neutral
439,@USER Moet weer wat km in de benen hebben Elske😊was er een prachtige week voor! Fijne avond nog🌺,0.804502096,0.450452942,0.677527211,joy
440,@USER @USER Who cares😂op die grond kun je niets meer eten als je alle onderzoeken moet gaan geloven,0.441148053,0.618116182,0.772218817,neutral
441,Samen m onze gasten genoten v Harderwijker Bokkingrace. Dankzij regenachtige start paling in het vooronder😅Met zon&amp; wind in de zeilen verder @LINK,0.827586564,0.505827894,0.642811121,joy
442,@USER @USER Het zakje zit nog veilig dicht😁ben zo trots op mijzelf😂😂🍫,0.955169696,0.664441893,0.720438696,joy
443,"@USER Altijd leuk Limburg maar ""schöne"" is toch echt Duits. Ligt er natuurlijk vlak langs😉Het is toch echt ""sjoên"". Veel succes met de opnames!",0.636449886,0.582390974,0.680239072,neutral
444,Wat keek Pierre ja verontwaardigt naar Tom😁Wat was er gebeurt dan😋Rare snuiter die Egberts !,0.424391963,0.732086818,0.627888563,joy
445,@USER wat heb jij een rotvak😜iedere week een ander skigebied👊⛷wij hebben alleen de helling op de pier😆,0.531953782,0.578296299,0.585474253,joy
446,@USER Oh😍wat een heerlijk plaatje,0.848468401,0.580948144,0.539033903,joy
447,@USER En nu maar hopen dat die niet ploft😥ik hoop zo voor MAX dat het goed gaat komen😉🏎,0.185767666,0.473713902,0.195889996,fear
448,Een druilige😝goeiemorgen iedereen!! ☕☕☕😀,0.495766248,0.839601107,0.718439446,joy
449,Het is baggerweer en zit zelf in de lappenmand je hebt soms van die dagen😩mezelf maar… @LINK,0.246439231,0.430038487,0.07358734,sadness
450,@USER haha is niet erg hoor😊m'n dag ging wel goed alleen school maakte ht vermoeiend😕,0.15785657,0.398304349,0.290175807,neutral
451,Formule 1 Café was weer super😃Thanks @USER @USER @USER @USER @USER @USER en de bardames👍🏻🏎🏁,0.785480451,0.514397194,0.576681181,joy
452,😂 vrachtwagen drukt scooter van snelweg. Scooter reed 65 km p/u! Hij wordt gefilmd door politie die 65 reed🤔scooter houd netjes afstand @LINK,0.482730295,0.598143557,0.677259833,neutral
453,@USER Ofwel mooi stukje framing om ze klein te houden🤔schandalige stukjes tikkers van de vk links gutmenschkliek,0.300589266,0.455665725,0.648081455,anger
454,@USER @USER Haha😂Ja klinkt als een zwaar hoe hoe,0.785569657,0.529211796,0.439709233,joy
455,#TVOH De nederlandse Bieber is opgestaan😀top Vinchenzo zet em op he👍👍👍👍,0.81409159,0.777468051,0.540928948,joy
456,Dank je wel voor het stemmen. Help je de komende weken door op mij te blijven stemmen🤗Je mag 1x per 24u stemmen. @LINK,0.433100788,0.270092303,0.349938373,neutral
457,Nog 8 dagen tot ik @USER @USER en @USER kan zien😍heb er zo veel zin in,0.867132421,0.638597081,0.489712645,joy
458,NOG 3 DAGEN.... W😍W! Zou dit een geweldige prijs zijn om te verloten? Voor je kind of kleinkind? ❤  Jaaa = volg... @LINK,0.538692416,0.521994202,0.436492971,joy
459,"@USER TV wat harder zetten! Wij worden ""gek"" van een verkeersweg op 3 km verderop....Nou ja😉Gek? #zembla",0.425914125,0.560683683,0.54261259,anger
460,Ik ben net 2 keer gebeld door een anoniem nummer. Ik heb niet opgenomen😅had ik moeten opnemen?,0.298954439,0.260523107,0.278475801,fear
461,@USER Da's balen zeg🙄Hier gelukkig een goede nachtrust gehad. Mocht ook wel na 34 uur wakker zijn☺ @LINK,0.192313927,0.344297313,0.278066366,joy
462,@USER leuk te horen Tjalke! kan daar niet meer zomaar voorbijlopen vind t zo'n aardige plek😊trusten ook!,0.791063057,0.707129839,0.644933214,joy
463,@USER @USER Gatver😎doe niet zo eng🤣Ik vertrouw op Brands.,0.44372765,0.716930639,0.613634299,anger
464,PVV wil meedoen in Urk Almelo en Enschede @LINK via @USER😎De 💖P💕V💘V💟moet in elke  gemeente mee doen,0.675430499,0.766390264,0.624619058,love
465,@USER Hahahaha ja indd al een paar jaartjes een rustige moeder😍had het niet over vechten maar een pittig gesprekje 😆nee vrouwen moeten niet met *,0.37265571,0.685539888,0.673592977,joy
466,@USER @USER @USER @USER Weer uit mn verleden😏ik had 2 tantenonnekes beiden zijn in t klooster gemoeten omdat er geen kandidaat- pastoors waren weer eigen ervaring,0.456907639,0.256667872,0.405243898,neutral
467,@USER Ja hoe luxe is het nu nog😉Alles is én blijft stil; na de (vele!) nachtelijke toiletbezoekjes gewoon weer lekker terug naar bed...,0.778423029,0.311169917,0.587642915,joy
468,@USER Ik zie het niet goed😎Syberische?,0.492284363,0.329437524,0.276199338,neutral
469,@USER @USER Bitch blijf hier met mij😩of Marnick neemt mij ook mee😏😏,0.242763395,0.656241668,0.171377944,sadness
470,Dagje Italie snuiven en misschien hapje eten😎kasteel Haarzuilen @LINK @LINK,0.503822467,0.451982136,0.39802783,joy
471,@USER 🤔Zo moeder zo dochter😂Leuk👍😏,0.842642989,0.497399221,0.585238838,joy
472,@USER Hahaha nee ik moest er echt aan wennen😆opletten geblazen in de drukke city. #allebeginismoeilijk;)),0.499708529,0.672257008,0.544469398,neutral
473,@USER Schrik erg😥wij eerder aanwezig in griekenland bij aarbeving turkije en grieken doneerden massal bloed. Dieponder de indruk van. Media😖😡,0.200345638,0.54904978,0.2947842,sadness
474,Gratis af te halen😁tweet een advertentie... @LINK,0.529767565,0.313243015,0.507381294,neutral
475,@USER wat is ze mooi geworden😍Geniet ze! 😘 aan Celine!,0.852843463,0.675326007,0.671303456,love
476,@USER Doeg😘hoop dat ik me morgen wat beter voel😞,0.178144174,0.324055187,0.146556541,sadness
477,Laten we het over de uitslag @USER - @USER maar niet hebben😉in iig dikke winst voor Balk. Maar wel een prachtig kunstgrasveld @LINK,0.485709233,0.174309469,0.316042735,joy
478,@USER @USER Dien et nie eens etwa met die aanslagen te maken🙄das voor iets anders,0.405312299,0.263418846,0.670325311,anger
479,@USER dat komt goed uit😉heb zo een feestje🍹🎂🎉,0.841730014,0.331739302,0.637217987,joy
480,@USER Kan helemaal niks met da antwoord😏men hoeft vandaag de dag niet erop uit om zo iets te vragen aan Kennis/Fam/Vriend!kan via Facebook/tel./van alles!Er is veel wegen naar Rome&amp;t is ook niet in één dag gebouwdmen bouwt er nog steeds aan,0.239756537,0.657465982,0.698426606,anger
481,@USER Ja😃Thnx voor je reactie &amp; meedenken Anna! 't is deze denk ik; viburnum bodnantense dawn. En de toverhazelaar ben ik weg van😍,0.74724496,0.52217548,0.630052802,joy
482,@USER Dat is zó 20ste eeuw😉Moderner is om lid te worden van meerdere partijen en overal je zegje te doen. Maar mss niet de leeftijd voor de G500;),0.280307471,0.352005086,0.720457805,anger
483,@USER Ja hier in Nederland ook  En soms niet arm geboren maar politiek zorg dat ze arm blijft😏EU wil andere landen helpen en zijn eigen 😢😢😞🙏,0.221100885,0.568374712,0.310670794,anger
484,Is net Half Moons😃op Facebook 🌛🌘😂😂😂Leka Pwasa mense😚Inshalla,0.74495183,0.781707591,0.696926765,neutral
485,@USER @USER Ooh🤗Marie die selfie Queen kroon staat je zo mooi 👸😘,0.758891213,0.671689725,0.512546242,love
486,@USER Volgens mij zijn ze al sinds 1993 aan het bouwen😀Toen woonde ik er tegenover..,0.476331301,0.162916784,0.504133204,neutral
487,Hoe je als man van 51 als een kind naar een winkel toe rent 😂 F1 2017 is vandaag uit😎bassie is best blij vandaag 😄 @LINK,0.823060267,0.653893581,0.605114206,joy
488,Okay... niet diervriendelijk🙄Maar die dieren zijn ook niet vriendelijk😏 @LINK,0.372905361,0.396052235,0.809990326,joy
489,@USER JAMAAR JEZUS😂Lekker geilen op zn rug ofzo wtf,0.627962314,0.9545217,0.523717159,joy
490,@USER ik zag dat ik nu 2 kinderboeken van je heb met handtekening😊ik ga ze gebruiken bij de kleuters #bredeschoolomnibus @LINK,0.664624328,0.378531444,0.438664888,joy
491,@USER pff😍geil hoor! Dat wordt een flinke 'conditie training' 😜,0.803818009,0.72648686,0.642757766,love
492,mensen noemen me demoon🤔IK WEET DAT IK ENG BEN OK :(,0.06670843,0.760268993,0.160424855,sadness
493,@USER Dat hoop ik niet dat dat zo lang duurt ik krijg nu al amper lucht😨Dinsdag wordt goed idd😃,0.283285143,0.631686299,0.349115755,fear
494,"@USER oooh in enenkeer iets naar wens gebeurt zelden hoor🤪en ach ""dat modderen"" maakt t nou zo leuk moet toch geen kunstje zijn💚🍀🍃",0.673778061,0.490122577,0.608875119,joy
495,@USER Ik zeg zo! Iets dat ik hebt uitgespuugd😂neem ik nooit meer terug👍😉,0.489911326,0.753979901,0.839696591,neutral
496,@LINK genoeg werd ze daar keihard om afgewezen omdat ze bekendstaat als ongelooflijk arrogant,0.60429103,0.585011775,0.827585836,joy
497,@USER och meis wat een ellende😔hou vol jouw tijd komt wel,0.069061775,0.429778713,0.073723751,sadness
498,@USER Alleen vrijwillig😊ik leer er nog steeds van en dat maakt het voor mij ook fijn,0.690295665,0.342413358,0.454498398,joy
499,@USER het is zo🙂meningen zijn net kontgaten je hebt er maar een #sannehans,0.479208265,0.190770281,0.528610189,joy
500,Dit is niet #irma maar misschien haal ik 'aan het strand wonen' toch van mijn bucket list af😲@LINK,0.326317145,0.642794245,0.335581219,fear
501,Ik vind een @USER-video leuk: @LINK S3KS VOOR GELD😏LYRICS PRANK FT.RONNIE FLEX &amp; FRENNA🔋ENERGIE,0.47649494,0.378548779,0.493536324,neutral
502,@USER @USER HIJ IS ZO BÆ JA😏EN ZO AARDIG,0.734790079,0.889279204,0.625412881,joy
503,@USER HET MAG VAN DE DAKEN GESCHREEUWD WORDEN 😉 NO PROBLEM.  UITSLAPEN 😴KAN NIET🙄WE HEBBEN EEN LEK IN DE BADKAMER💧 #SOMSZITHETMEESOMSZITHETTEGEN,0.238171323,0.958861411,0.56629573,anger
504,Mama is ezo aant cammen me papa tijdens zen pauze opt werk kzegge papa uw hoesje is toegekomen zegt mama ja uw koptelefoon Mama toch😂loveher,0.792766311,0.581657278,0.533164718,joy
505,@USER Jha mijn vader is vandaag naar Italië gegaan😄ik mocht niet mee!!!! Ook leuk om te lezen,0.420162208,0.776579056,0.450964291,sadness
506,@USER Ik vind het wel grappig van je😂zelf niet mee doen aan debatten maar van buiten af het debat trollen via twitter.,0.44807802,0.421534533,0.701114859,anger
507,@USER Je maakt het me niet makkelyk😁de1ste en laatste😂,0.570340994,0.540480938,0.32049917,joy
508,Kippenvel😳goed gedaan alle youtubers!! @USER super!!🙏🏼  @LINK,0.781410451,0.795326161,0.45595597,love
509,@USER Ze beginnen aan je te wennen😂volgende keer maar andere supermarkt proberen 😜,0.607346566,0.728554926,0.660899663,joy
510,@USER Mijn dank is groot!! Kan nu lekker slapen na gesprek met 🙏 knvbDominee Van Breukelen😪lekker Nl,0.607408893,0.760519413,0.472427755,joy
511,@USER En verder heb je er ook niks aan😏geen CO2-vermindering in tegendeel want steenkool en gas nodig geen energie,0.376017802,0.229851268,0.840656562,neutral
512,@USER @USER Antwoord van een dames-arts😜Lijkt mij wat weinig. Mijn ervaring is  6 weken immobiliseren. Maar ik ben geen chirurg. @USER,0.477856028,0.298274909,0.294383691,neutral
513,Het land is op alle fronten het verval ingezet😢Zweedse topper uitgesteld wegens matchfixing | NOS @LINK,0.190561544,0.548282221,0.242719776,sadness
514,@USER @USER @USER Goedemorgen Erik😊fijne dag ☕,0.780846392,0.32064288,0.347951594,neutral
515,@USER @USER Yes zag ik thnx😊Ik had 'm alleen nog even aangepast omdat misschien niet duidelijk was dat er iets te verkopen viel. 1/2,0.593472527,0.407687587,0.462590779,neutral
516,Dankjewel iedereen voor het komen naar me workshop😊❤️ super goed gedaan😘special thanks to… @LINK,0.885226075,0.59443962,0.535395442,joy
517,@USER Ja bij mij ook😂😓Irritand😕Erger me soms dood:doe ik hem goed en na 5minuten zit het weer andersom😑,0.228164006,0.635267766,0.440052409,anger
518,@USER Verstopping ook niet😡2 keer gehad😭,0.144713432,0.5756222,0.406786321,anger
519,@USER Ach😭hij zo bezorgd voor zijn chauffeurs.  Gaat nu werk op hongarije zoeken. Zijn ze wat vaker thuis🤣,0.47523523,0.61295171,0.667102522,neutral
520,"Haha droge app krijg ik🙃Komt die-&gt; ""raar dat kut &amp; lul negatieve lading hebben (als scheldwoord)terwijl ze samen mensdom verder helpen."" 1/2",0.633254745,0.175060274,0.436645693,neutral
521,@USER Wat grijs en grauw.......en dan lukt het ook niet met de maandagpoets😡Straks maar ff een koffietje doen?😋,0.307088115,0.757357522,0.527437743,anger
522,@USER we zien nu op #crufts2017 een deerhound die voor de show gekeurd wordt😀leuk!Jullie zijn mooie honden zo groot en toch zo elegant!,0.950703537,0.749227586,0.563361231,joy
523,@USER Het ligt eraan wie en hoe😏het is even wennen maar ik vind dit best mooi😄,0.710118148,0.389486369,0.635352679,joy
524,Dit is sad🖕 @USER werkt fk hard voor z'n eigen dingen komt er een fk mongool die al z'n dingen naaakt😒pfff @LINK,0.212890912,0.693723039,0.294344111,anger
525,Kom net thuistv aan @USER laatste 15min van de film spijt kunne ziensneu verhaal😢die blik van je net als frank🔫🏃 @USER 😎😄 @LINK,0.258249578,0.509066146,0.289337479,neutral
526,@USER Ik weet het dat gaat aan mij voorbij🙃altijd hetzelfde,0.299847107,0.147318612,0.444619822,joy
527,Onze collega Esmee blij gemaakt😀Geniet van je welverdiende zwangerschapsverlof meis💕 @LINK,0.766642977,0.480433112,0.672957696,joy
528,Leuk als ze zo door het lint gaan joh😂Ze hebben het toch echt zelf veroorzaakt #WegMisbruikers,0.589651686,0.631022597,0.726519566,joy
529,@USER anoniem op twitter😂😂 maar ooit komt mn pf er nog wel😉ooit.......,0.492619776,0.717452052,0.432248958,anger
530,@USER dus je bent het stiekum met mij eens dat deze president dat zo niet goed oppakt😉of wij daar nu invloed op hebben of niet😉,0.391037592,0.267514158,0.790425613,anger
531,Zo meteen ander werk; kinderen begeleiden; mijn praktijk. Voorlopig laatste werkdag😊Vanavond nog rapportage en update nieuwsrubriek website💪,0.881849326,0.436251378,0.769707574,joy
532,@USER op mezelf😊nee grapje kwoon in belgie dus k kan ni stemmen 😂,0.553970615,0.532289692,0.670827884,joy
533,@USER lnderdaad😉Dan maken we er met beter weer wel een leuke wedstrijd van.,0.532052455,0.259404326,0.42044114,joy
534,Als ik vandaag (overdag) net zo slaap als gisteren hoort u mij niet klagen😊Nog even wennen aan nieuwe huis #treinleven #nachtdienst #stil 👍,0.762597389,0.309726334,0.606656512,neutral
535,Gisteren de laatste wandeling voor de vakantie 29 aug starten we weer🤗Vitaalleven voor mens en dier @LINK,0.422837925,0.374608502,0.37938037,neutral
536,@USER het zal je maar overkomen😳wat valt er dan nog te 'dragen'😩,0.122515677,0.460195107,0.206413121,sadness
537,@USER Heel apart he😚Aan dat idee moet ik best nog wel wennen. Dat mijn verleden nu ineens gedeeld gaat worden....😚,0.514172201,0.285247597,0.228374235,fear
538,@USER @USER @USER @USER Smakelijk hoop ik😊Wij doen vandaag kabeljauw en haring👍,0.655789221,0.353016,0.520738655,joy
539,De manier waarop deze jongens schrik aanhieven. En geen greintje spijt hebben😡@LINK,0.062348427,0.684693015,0.654642462,anger
540,#ExpeditieRobinson Carlos kijkt of hij iedereen wel rauw op wil vreten😂gast..,0.657931373,0.387994448,0.558054279,joy
541,@USER @USER @USER goedemorgen schatten opstaaaaan😊wandelen en brokjes verzamelen  divaaaa ben je weer mooi? fijne dag,0.946973756,0.693028945,0.635287783,joy
542,@USER Wrijf het maar in bankzitter😂Op naar het natte😭 @LINK,0.405413702,0.520177531,0.370996148,sadness
543,@USER Ja Ali geniet jij maar van de kleine dingen 100000 km van Nederland vandaan onder de zon en de watervallen😂Nee bessaha😊,0.476175814,0.453214513,0.60863976,joy
544,@LINK Android O bèta wordt je wifi automatisch ingeschakeld in de buurt van een bekend wifi-netwerk,0.536583147,0.154112449,0.424479042,neutral
545,@USER Zo jammer dat natuurmonumenten zich door hen heeft laten overtuigen😞Maar mijn kerstgedachte voor vandaag: Het Deelerwoud is een geweldig mooi gebied🙂,0.217905324,0.308940288,0.338925757,sadness
546,@USER Ja toch😊de interactie is toch al zo slecht hier..dus dacht doe eens vriendelijk tegen je😂😂,0.683458251,0.653380058,0.460422901,joy
547,@USER @USER Liever niet! Mary😳Positieve mensen en je mooie Blogs willen we niet missen😘,0.382128558,0.80607288,0.314636278,fear
548,@USER Vandaar ook huur he😄optie met koop was de bedoeling. Maar aan het eind van het jaar kan die weer terug hoor. Nieuwkoop gaat spelen.,0.636722928,0.527734821,0.734916227,neutral
549,@USER Laat u🤩erotisch🤩 verwennen Door de kundige handen Van één van onze #sensuele #masseuses @USER #BELMEX  Nainggolan #MAS @LINK,0.452475703,0.432377799,0.392662259,neutral
550,@USER @USER @USER @USER Kunst🤣zinnig hoor,0.559181783,0.633612269,0.635573004,joy
551,@USER @USER @USER Mooi zoals Rusland dit spel heeft gespeeld😂@LINK,0.430570415,0.614165335,0.642634061,joy
552,@USER k voel me best groot nu😂k ben ong 1.83 ofs😂😂,0.430325909,0.681813861,0.587410517,joy
553,Ongelukkig voelend met n man die steeds kort en bot doet tegen mij😭soms denk ik STOP gewoon met knokken.dit is geen leven😭,0.057336097,0.762303019,0.072644534,sadness
554,@USER Ze zeggen eerlijkheid duurt het langst😏Bij de vvd is dat zeker zo👍want dan kan je er lang op wachten😂Stem op @USER @USER #vnl @LINK,0.399746133,0.583643003,0.832015025,anger
555,@USER Is van afgelopen vrijdag Johan maar toen kon ik hem niet delen op Twitter😊en nu ineens weer wel! (Raadsel😂),0.665383846,0.520926069,0.502498056,neutral
556,🤔#Universiteit #Twente ligt ver van het Centrum!😂31km😂Gevonden: de studentenstad van NDL heet Enschede @LINK via @USER,0.54928774,0.784155092,0.747753457,neutral
557,Leuk stukje tekst😎New sheriff in town! @LINK,0.756453293,0.678515874,0.634213707,joy
558,@USER tis al weg😒khad nu eki echt wiln smitn me sneeuwbaln na mensen,0.241464928,0.346340305,0.277851124,sadness
559,Wat doe je als hét paard even rustig moet blijven stáán ja even in slaap brengen😊dan blijft ze rustig stáán 😊😊 @LINK,0.52984964,0.264934295,0.387485326,joy
